source_id,abstract,included_plant_compound,matched_name,no,included_target,extract_type,cell_lines,parameter,effect_on_target,pathway_name,core_biology,categories
9192083,"Free radical scavenging activities of water-soluble extracts from some natural sources, health foods, and antioxidant substances were measured using the JES-FR30 JEOL spectrometer. The objective was to develop a standardized method whereby comparison could be made between the radical scavenging activities of complex mixtures. Scavenging of hydroxyl radical was determined using DMPO. Activity was calibrated using a standard material, L-ascorbic acid 2-[3,4-dihydro-2,5,7,8-tetramethyl-2-(4,8,12-trimethyltridecyl)-2H -1- benzopyran-6yl-hydrogen phosphate] potassium salt (EPC-K1), an analog of vitamin C and vitamin E which is water soluble and stable at room temperature. The order of greatest hydroxyl radical scavenging activity was green tea extract, pine bark extract (Pycnogenol), Ginkgo Biloba extract (EGb 761), a flavonoid blend of several fruit and vegetable extracts (GNLD), and Bio-Normalizer (Sun-O Corp). Activity was determined after treatment of samples with ascorbic acid oxidase. This treatment revealed the presence of ascorbate in some natural extracts and commercial preparations. The pine bark extract was the most heat resistant and had ascorbate-like activity in the preparations. Scavenging of superoxide anion was determined using the spin trap, 5,5-dimethyl-1-pyrroline-N-oxide (DMPO), and analyzed by comparison with a standard curve made with superoxide dismutase. Comparison of the water solubilized components of natural source antioxidants showed that filtrates fractionated using centrifuge type Millipore filter tubes (M.W.  100,000; M.W.  10,000) also had almost the same SOD-like activity. Samples were also treated with ascorbate oxidase or by heating (100 degrees C for 10 min). The order of activity, from greatest to least, was Ginkgo biloba extract EGb 761, pycnogenol, beta-catechin, tea and BioNormalizer.",Ginkgo nut,Ginkgo biloba,17,SOD,water-soluble extract,,,exhibited SOD-like activity,NRF2 antioxidant response pathway; Mitochondrial redox recovery pathway,Redox defense; Redox reset,Longevity & Cellular Resilience
9315292,"Bio-Normalizer, a natural health food supplement prepared from Carica papaya and some other medicinal plants was investigated to determine its effects on cellular nitric oxide (nitrogen monoxide, NO) production and inducible nitric oxide synthase (iNOS) expression. Bio-Normalizer upregulated interferon (IFN)-gamma-induced NO production by macrophages in a dose-dependent manner. Such an effect of Bio-Normalizer on NO production was not due to changes in the activity of iNOS. Reverse transcription-polymerase chain reaction analysis revealed that the levels of iNOS mRNA were augmented by treatment of the cells with Bio-Normalizer and IFN-gamma. The ability of Bio-Normalizer to augment IFN-gamma-induced iNOS mRNA expression was independent of any changes on the mRNA stability. Treatment of cells with Bio-Normalizer alone did not affect NO production by macrophages. Tumor necrosis factor-alpha and interleukin-1 beta are involved in the induction of iNOS gene as well as the immune system. Bio-Normalizer augmented the mRNA expression of these cytokines in the presence of IFN-gamma. This suggests that Bio-Normalizer is not directly involved in the expression of iNOS, but shows synergistic interaction with IFN-gamma to induce NO synthesis.",Papaya,Carica papaya,11,NO,,macrophages,,upregulated IFN-gamma-induced NO production in macrophages,eNOS–NO bioavailability pathway,Nitric oxide production,Cardiovascular & Vascular Aging
9399437,"Differential screening, aimed at the isolation of cDNA clones of mRNAs whose accumulation is influenced by GA3, resulted in the isolation of a cDNA clone of an mRNA whose level was decreased by GA3 in segments of epicotyls of Vigna angularis. The putative protein encoded by this cDNA resembled the 1-aminocyclopropane-1-carboxylate oxidases (ACC oxidases) identified in other plant species (about 80% homology at the amino acid level). Thus, the corresponding gene was designated AB-ACO1 (azuki bean ACC oxidase). GA3 also decreased the activity of ACC oxidase in azuki bean epicotyls, but it did not decrease the rate of ethylene evolution. In fact, GA3 increased the rate of ethylene evolution and the level of ACC. Thus, GA3 seemed to increase the production of ethylene by promoting the synthesis of ACC.",Adzuki bean,Vigna angularis,32,ACC,,,,increased the level of ACC,AMPK endothelial stress-response pathway; AMPK–ACC fuel selection pathway; AMPK–ACC lipid metabolism pathway,Endothelial energy sensing; Energy sensing & switch; Hepatic energy sensing,Cardiovascular & Vascular Aging; Metabolic Health / Diabetes / Obesity; Liver Health / Fibrosis
9697157,"Aged rats are highly prone to many physiological changes such as blood pressure and heart rate. These changes could be due to modification in membrane phospholipid composition of their blood vessels. Lipid peroxide in vivo has been identified as a basic deteriorative reaction in cellular mechanisms of aging in human. The effect of a nootropic drug, meclofenoxate (MF) or its combination with extract of ginkgo biloba (EGb-761) or zinc (Zn) on malondialdehyde (MDA) product as an index of endogenous lipid peroxidation; phospholipid; glutathione (GSH) and protein thiols (PrSHs) contents as well as superoxide dismutase (SOD) activity in blood, brain, heart and liver of 24-month-old male rats was investigated. Aged rats were treated with MF once daily at oral doses of 100 mg kg-1 body wt. alone or with either EGb at a dose of 150 mg kg-1 body wt. or Zn at 10.5 mg kg-1 body wt. for 4 weeks. This study showed that aging caused a higher increment in MDA level of brain and heart than liver and plasma accompanied with reduction in brain and heart phospholipid contents as well as alteration of the antioxidant systems as compared to 4-month-old rats. Treatment of aged rats with MF alone or combined with either EGb or Zn caused improvement in the measured free radical scavengers especially in brain and heart tissues. Our results also showed that both EGb and Zn induced a significant potential effect of MF action on blood pressure and heart rate. The results were explained in the light of the antioxidant properties of EGb and Zn. Thus it is concluded that EGb and Zn have a beneficial role with MF in diminishing cumulative oxidative changes in aging.",Ginkgo nut,Ginkgo biloba,17,SOD; GSH,EGb-761,rat,150 mg/kg,improved antioxidant systems (SOD and GSH),Glutathione redox defense pathway; NRF2 antioxidant response pathway; Mitochondrial redox recovery pathway,Oxidative stress; Redox defense; Redox reset,Liver Health / Fibrosis; Longevity & Cellular Resilience
9731116,"The dependence of intracellular glutathione (GSH), an important radical scavenger, on aging with or without externally applied Ginkgo biloba extract EGb 761, another established radical scavenger, was studied in guinea pig M¿ller (retinal glial) cells by using the fluorescent dye monochlorobimane. The GSH content of freshly dissociated cells from untreated aged animals was significantly lower than that of young controls; most of this reduction was prevented by application of EGb 761. Culturing the cells in amino-acid-free caused a loss of up to 50% of the initial GSH content. When the culture medium contained 100 microM glutamate and 100 microM cystine, ongoing GSH synthesis counteracted the loss of GSH. The rates of net GSH synthesis were equal for the two groups of aged animals but significantly higher for cells from young controls. It is concluded that externally applied radical scavengers may enhance the protective glutathione 'reserve' of M¿ller cells in cases of neuronal degeneration.",Ginkgo nut,Ginkgo biloba,17,GSH,EGb 761,guinea pig M¿ller cells,,prevented the reduction of GSH content in aged guinea pig M¿ller cells,Glutathione redox defense pathway,Oxidative stress,Liver Health / Fibrosis
9951643,"A study was carried out to investigate the effect of two antioxidants--Ginkgo biloba extract (EGb761) and superoxide dismutase (SOD)--in an experimental model of vitreoretinopathy obtained by direct production of oxygen free radicals in the vitreous cavity. Twenty-eight pigmented rabbits were used. Vitreoretinopathy was induced by intravitreal injection of 50 microliters of a mixture composed of 40 nmol of xanthine and 0.001 IU of xanthine oxidase. Rabbits were randomly distributed into four groups: Group 1 (n = 8) did not receive any treatment and served as a positive control. Groups 2 (n = 8) and 3 (n = 8) received for 1 month EGb761 given orally at a dose of 100 mg/kg/day, respectively 1 day after and 1 week before induction of retinopathy. Group 4 (n = 4) was treated by three intramuscular injections of 15,000 IU/kg of SOD, 24 h before induction and 24 and 48 h thereafter. Clinical evaluations and electroretinograms (ERG) were repeatedly performed until the animals were killed at day 28. Histological examinations and immunohistological procedures were performed to ascertain the origin and characteristics of the cellular proliferation and to compare vitreoretinal structures in the four groups. Intravitreal injection of xanthine-xanthine oxidase produced a strong inflammatory response with vitreous infiltrates and epiretinal membrane formation, inconstantly associated with retinal detachment. ERG showed a decrease of the a-, b- and c-waves beginning within a few hours after injection. Histologic evaluation found an intravitreal and epiretinal infiltration by leukocytes and epithelial-derived cells, dense vitreoretinal membranes and retinal detachments with occasional neovascularization. In the treated groups (groups 2-4), all clinical, electric and histologic data were significantly improved compared to the control group. However, no difference could be found among the three treated groups. This study demonstrates the strong pathologic effects of free radical production on the retina and the close relationships between free radicals, inflammatory pathways and vitreoretinal proliferative disorders. It also confirms the pharmacological interest of prevention by antioxidants and free radical scavengers.",Ginkgo nut,Ginkgo biloba,17,SOD,Ginkgo biloba extract (EGb761),rabbit,100 mg/kg/day,,NRF2 antioxidant response pathway; Mitochondrial redox recovery pathway,Redox defense; Redox reset,Longevity & Cellular Resilience
10417721,"Protection against desiccation-induced injury, including damage by reactive oxygen species (ROS), is a necessary component of the genetic programmes active during late seed development. Likewise, protection against ROS respiration by-products is required during seed imbibition and germination. Late embryogenesis abundant (LEA) proteins are proposed to protect seed tissues against desiccation-induced damage. Specifically, the atypical Lea gene Per1 in barley (Hordeum vulgare L.) has been proposed to play a protective role in embryo and aleurone cells against free-radical damage during late seed development and early imbibition. PER1 represents a subgroup of the peroxiredoxin family of thiol-requiring anti-oxidants with one conserved cysteine residue (1-Cys), and displays in vitro anti-oxidant activity. In this work, we use antiserum generated against PER1 to study protein accumulation patterns as well as localization at the tissue, cellular and subcellular level. While previous studies have shown the Per1 transcript to be dormancy-related, we show here that the protein level is maintained in imbibed dormant seeds, but not in non-dormant seeds. Our data identify the location of this seed-specific peroxiredoxin as the nucleus of immature embryos and aleurone layers. Highest levels of protein are detected in nucleoli. In contrast, in mature imbibed dormant seeds, cytosolic levels are comparable to that of the nucleus. A putative nuclear localization signal (NLS) of bipartite nature was identified in the C-terminal end of the PER1 sequence. Protective roles for PER1 in seeds are discussed.",Malted barley,Hordeum vulgare,35,ROS,,,,exhibits antioxidant activity and protects seed tissues against ROS damage during late seed development and early imbibition,Mitochondrial redox recovery pathway; CISD2 mitochondrial integrity pathway; Glutathione redox defense pathway,Redox reset; Mitochondrial stability; Oxidative stress,Longevity & Cellular Resilience; Liver Health / Fibrosis
10438161,"This study was done to evaluate the possible preventive effects of reactive oxygen species (ROS) scavenger agent desferrioxamine (DFX) and platelet-activating factor (PAF) antagonist agent ginkgo biloba (GB) in an experimental acute pancreatitis model. Seventy-eight CD-1 mice were divided into six groups consisting of 10-13 mice. Induction of pancreatitis was achieved by cerulein injection in groups 2-5. The first group was control, whereas DFX and GB were used alone or in combinations as preventive agents in groups 3-5. DFX or GB were injected to the mice in groups 6 and 7 to evaluate any toxic effect. The assessment of the pancreatic edema and inflammation, the measurement of the amylase and the pancreatic weight and the measurement of the pancreatic tissue oxidative capacity by chemiluminescence method were the parameters to evaluate pancreatitis. Although the results indicate DFX and GB alone or in combinations have significant preventive roles, this was not a complete prevention.",Ginkgo nut,Ginkgo biloba,17,ROS,,CD-1 mice,,inhibited ROS formation (preventive role),Mitochondrial redox recovery pathway; CISD2 mitochondrial integrity pathway; Glutathione redox defense pathway,Redox reset; Mitochondrial stability; Oxidative stress,Longevity & Cellular Resilience; Liver Health / Fibrosis
10487222,"A cDNA, hvst1, was isolated from Hordeum vulgare by heterologous complementation in Escherichia coli. This cDNA encodes a high-affinity sulfate transporter that is 2442 bp in length and consists of 660 amino acids. Under steady-state conditions of sulfate supply during culture, sulfate influx (measured at 100 microM external sulfate concentration) and hvst1 transcript level were inversely correlated with sulfate concentrations in the culture solution. Glutathione (GSH) concentrations increased as external sulfate was increased from 2.5 to 250 microM. A time-course study, designed to investigate effects of sulfate withdrawal on the abundance of hvst1 transcript, showed a 5-fold increase of the latter within the first two hours. This was followed by a further slight increase during the next 46 h. These changes were accompanied by a parallel increase in sulfate influx and a decrease of root GSH concentrations. When plants that had been deprived of sulfate for 24 h were exposed to L-cysteine (Cys) or GSH for 3 h, GSH was the more effective down-regulator, reducing hvst1 transcript level to below that of unstarved controls. The decrease in transcript abundance induced by sulfate or Cys was partially relieved by the addition of buthionine sulfoximine (BSO), an inhibitor of GSH synthesis. Both hvst1 transcripts and sulfate influx increased as a function of N supply to N-starved plants. Amino oxyacetate acid (AOA), an aminotransferase inhibitor, when supplied with NO3-, increased transcript abundance of hvst1, while tungstate, methionine sulfoximine (MSO) and azaserine (AZA), inhibitors of nitrate reductase, glutamine synthetase and glutamate synthase (GOGAT), respectively, were without effect. AOA decreased root concentrations of aspartate (Asp), Cys and GSH; in contrast, glutamate (Glu) concentrations remained unchanged.",Malted barley,Hordeum vulgare,35,GSH,,,,increased as external sulfate was increased from 2.5 to 250 microM,Glutathione redox defense pathway,Oxidative stress,Liver Health / Fibrosis
10490274,"A great number of epidemiological studies have demonstrated that the frequency of the epsilon4 allele of the apolipoprotein E gene (APOE) is markedly higher in sporadic and in familial late onset Alzheimer disease (AD). In the frontal cortex of AD patients, oxidative damage is elevated. We address the hypothesis that the APOE genotype and reactive oxygen-mediated damage are linked in the frontal cortex of AD patients. We have related the APOE genotype to the levels of lipid oxidation (LPO) and to the antioxidant status, in frontal cortex tissues from age-matched control and AD cases with different APOE genotypes. LPO levels were significantly elevated in tissues from Alzheimer's cases which are homozygous for the epsilon4 allele of APOE, compared to AD epsilon3/epsilon3 cases and controls. Activities of enzymatic antioxidants, such as catalase and glutathione peroxidase (GSH-PX), were also higher in AD cases with at least one epsilon4 allele of APOE, while superoxide dismutase (SOD) activity was unchanged. In the frontal cortex, the concentration of apoE protein was not different between controls and AD cases, and was genotype independent. The Ginkgo biloba extract (EGb 761), the neurosteroid dehydroepiandrosterone (DHEA) and human recombinant apoE3 (hapoE3rec) were able to protect control, AD epsilon3/epsilon3 and epsilon3/epsilon4 cases against hydrogen peroxide/iron-induced LPO, while hapoE4rec was completely ineffective. Moreover, EGb 761 and DHEA had no effect in homozygous epsilon4 cases. These results demonstrate that oxidative stress-induced injury and protection by antioxidants in the frontal cortex of AD cases are related to the APOE genotype.",Ginkgo nut,Ginkgo biloba,17,SOD; GSH,Ginkgo biloba extract (EGb 761),,,SOD activity was unchanged,Glutathione redox defense pathway; NRF2 antioxidant response pathway; Mitochondrial redox recovery pathway,Oxidative stress; Redox defense; Redox reset,Liver Health / Fibrosis; Longevity & Cellular Resilience
10535759,"Excessive production of nitric oxide (NO) may have cytotoxic effects through the formation of peroxynitrite with superoxide. The extract of Ginkgo biloba leaves (EGb) has been demonstrated to be a potent scavenger of free radicals. Although EGb has been shown recently to inhibit NO production in macrophages, its effect on NO production in endothelial cells is largely unknown. The objective of this study was to elucidate the mechanism by which EGb affects NO production in a human endothelial cell line (ECV304). After cells were incubated with EGb (10-100 microg/mL) for 2 or 4 hr, the amounts of NO metabolites released by the cells were quantitated, and cellular NOS activities were determined following the conversion of [3H]arginine to [3H]citrulline. NOS protein expression was determined by western immunoblotting analysis. mRNA levels were examined by reverse transcription-polymerase chain reaction (RT-PCR) analysis. EGb (50 microg/mL) caused a 30% reduction of NO metabolites released by endothelial cells. Following EGb treatment, cellular inducible NO synthase (iNOS) activity was reduced by 28% with a concomitant reduction in the levels of iNOS protein mass and mRNA. There was no change in the activity or protein mass of constitutive NO synthase in these cells. EGb inhibited NO production by attenuating the level of iNOS mRNA in ECV304 cells. Selective inhibition of iNOS by EGb may be therapeutically relevant in modulating NO production in endothelial cells.",Ginkgo nut,Ginkgo biloba,17,NO,leaves extract,ECV304,50 microg/mL,inhibited NO production by 30% (reduction of NO metabolites) and 28% (reduction of iNOS activity),eNOS–NO bioavailability pathway,Nitric oxide production,Cardiovascular & Vascular Aging
10547088,"This study was conducted to evaluate the effect of Ginkgo biloba extract (EGb 761) on the nitric oxide (NO) production in relation to the recovery of postischemic cardiac function in isolated working rat hearts. Rats were orally treated with various doses (25, 50, 75, and 100 mg/kg/day) of EGb 761 for 10 days. Hearts were isolated in ""working mode"" and subjected to 30-min ischemia followed by 120 min of reperfusion. EGb 761 inhibited NO production measured by electron spin-resonance spectroscopy (ESR), and improved the recovery of postischemic cardiac function (coronary flow, aortic flow, left ventricular developed pressure and its first derivative) in the ischemic/reperfused myocardium. Thus in rats treated with 25, 50, 75, and 100 mg/kg/day of EGb 761 and in hearts subjected to 30-min ischemia followed by 120 min of reperfusion, aortic flow was increased from its postischemic drug-free control value of 8.0+/-0.4 to 8.6+/-0.4 ml/min (NS), 17.3+/-0.9 ml/min (p0.05), 21.5+/-1.1 ml/min (p0.05), and 23.6+/-1.2 ml/min, respectively. The same recovery in postischemic coronary flow, left ventricular developed pressure, and its first derivative also was observed. In the initial phase of reperfusion, NO production measured by ESR was reduced by 85% in the 75 mg/ kg/day of EGb 761-treated group in comparison with the drug-free ischemic/reperfused hearts. Inducible NO synthase (iNOS) messenger RNA (mRNA) measured by reverse transcription-polymerase chain reaction (RT-PCR) also was reduced by 41 and 58% in the groups treated with 75 and 100 mg/kg/day of EGb 761, respectively. Our findings show that EGb 761 directly acts as an NO scavenger and concomitantly inhibits the expression of iNOS mRNA. Thus, EGb 761 may act as a potent inhibitor of NO production under the condition of ischemia/reperfusion, improving the recovery of postischemic cardiac function.",Ginkgo nut,Ginkgo biloba,17,NO,Ginkgo biloba extract,rat hearts,"25, 50, 75, and 100 mg/kg/day",inhibited NO production by 85% at 75 mg/kg/day and reduced iNOS mRNA by 41% and 58% at 75 and 100 mg/kg/day,eNOS–NO bioavailability pathway,Nitric oxide production,Cardiovascular & Vascular Aging
10575089,"""beta Amyloid (Abeta)-induced free radical-mediated neurotoxicity"" is a leading hypothesis as a cause of Alzheimer's disease (AD). Abeta increased free radical production and lipid peroxidation in PC12 nerve cells, leading to increased 4-hydroxy-2-nonenal (HNE) production and modification of specific mitochondrial target proteins, apoptosis and cell death. Pretreatment of the cells with isolated ginkgolides, the anti-oxidant component of Ginkgo biloba leaves, or vitamin E, prevented the Abeta-induced increase of reactive oxygen species (ROS). Ginkgolides, but not vitamin E, inhibited the Abeta-induced HNE modification of mitochondrial proteins. However, treatment with these anti-oxidants did not rescue the cells from Abeta-induced apoptosis and cell death. These results indicate that free radicals and lipid peroxidation may not mediate Abeta-induced neurotoxicity.",Ginkgo nut,Ginkgo biloba,17,ROS,ginkgolides,PC12,,prevented the Abeta-induced increase of reactive oxygen species (ROS),Mitochondrial redox recovery pathway; CISD2 mitochondrial integrity pathway; Glutathione redox defense pathway,Redox reset; Mitochondrial stability; Oxidative stress,Longevity & Cellular Resilience; Liver Health / Fibrosis
10631268,"To explore possible pathways for anions to enter the xylem in the root during the transport of salts to the shoot, we used the patch-clamp method on protoplasts prepared from the xylem parenchyma of barley (Hordeum vulgare L.) plants. K(+) currents were suppressed by tetraethylammonium or N-methylglucamine in the solutions in the pipette and the bath, and the permeating anions were Cl(-) or NO(3)(-). We recorded the activities of three distinct anion conductances: (a) an inwardly rectifying anion channel (X-IRAC), characterized by activation at hyperpolarization and open times of up to several seconds; (b) a quickly activating anion conductance (X-QUAC), important for anion efflux at voltages between -50 mV and the equilibrium potential of the prevailing anion; and (c) a slowly activating anion conductance (X-SLAC), activating above -100 mV. Both X-IRAC and X-QUAC were permeable for Cl(-) and NO(3)(-); X-QUAC was also permeable for malate. The occurrence of X-IRAC became more frequent with an increase in cytoplasmic Ca(2+), while the occurrence of X-QUAC decreased. Anion currents through X-SLAC, and particularly through X-QUAC, were estimated to be large enough to account for reported rates of xylem loading, which is in accordance with the notion that xylem loading is a passive process.",Malted barley,Hordeum vulgare,35,NO,,protoplasts from xylem parenchyma of barley (Hordeum vulgare L.),,,eNOS–NO bioavailability pathway,Nitric oxide production,Cardiovascular & Vascular Aging
10647922,"The effect of several natural and synthetic compounds on selenite-induced cataract was investigated in rat pups. Simultaneous determination of glutathione S-transferase (GST), selenium dependent glutathione peroxidase (Se-GPx), catalase (CAT), superoxide dismutase (SOD) activities and malondialdehyde (MDA) levels were carried out in the lens, erythrocyte and plasma. The results showed that propolis, diclofenac, vitamin C (Vit-C) and quercetin prevented cataract formation to the extent of 70, 60, 58.4, and 40%, respectively. Standardized extract of Ginkgo biloba (Egb 761) did not affect the cataract formation. Selenite treatment caused a significant decrease in the activity of erythrocyte SOD. This was accompanied by a simultaneous increase in the levels of MDA either in lens and in plasma. A significant increase was shown in erythrocyte GST (substrate ethacrynic acid; eaa), and GPx activities and lens GST (substrate chlorodinitro benzene; cdnb) activity. Antioxidant treatment caused significant changes in enzyme activities and MDA levels. There was no effect of selenite and antioxidants on total body weight increase during the course of the study. Blood parameters did not correlate to lens parameters following selenite treatment. Our results suggest that antioxidant supplementation following selenite exposure may prevent the cataract formation and may enhance antioxidant defence of blood and lens.",Ginkgo nut,Ginkgo biloba,17,SOD,standardized extract,rat pups,,,NRF2 antioxidant response pathway; Mitochondrial redox recovery pathway,Redox defense; Redox reset,Longevity & Cellular Resilience
10678500,"Free radicals are involved in numerous skin diseases, especially inflammatory reactions and photosenescence. To identify possible free-radical scavenging by an original terpene-free Ginkgo biloba extract containing 33% Ginkgo flavone glycosides, mostly quercetin and kaempferol derivatives, we studied its activity by means of in-vitro and in-vivo experiments, using superoxide dismutase (SOD) as a positive control. By means of an in-vitro electron-spin resonance (ESR) assay we compared the activity of the Ginkgo extract with that of its two aglycones, quercetin and kaempferol. Quercetin and Ginkgo extract had significant antioxidant properties without pro-oxidant effect. In contrast, kaempferol, above an optimum antioxidant concentration, behaved as a pro-oxidant. The in-vivo experiments were conducted on an anti-inflammatory model. The cutaneous blood flux which reflects the skin inflammatory level was recorded by means of a laser Doppler perfusion imager. The data confirmed the free-radical-scavenging property of both Ginkgo extract and SOD. The Ginkgo extract significantly inhibited (37%) cutaneous blood flux to the same extent as SOD. These data confirmed the antioxidant property of Ginkgo extract. A complementary spin-trapping technique would enable identification of the free radicals involved. This Ginkgo extract should be useful for protection of the skin against free radicals.",Ginkgo nut,Ginkgo biloba,17,SOD,Ginkgo biloba extract,,,free-radical-scavenging property comparable to SOD,NRF2 antioxidant response pathway; Mitochondrial redox recovery pathway,Redox defense; Redox reset,Longevity & Cellular Resilience
